term,term_count,doc_count,concept
paragraph_change,3,3,NA
paragraph_consistent,3,3,NA
paragraph_inserting,3,3,NA
paragraph_j_of_section,3,2,NA
paragraph_meet,3,2,NA
paragraph_now,3,3,NA
paragraph_of_proposed_rule,3,3,NA
paragraph_prohibit,3,3,NA
paragraph_provides,3,3,NA
paragraph_refer,3,3,NA
paragraph_reflect,3,2,NA
paragraph_removed,3,3,NA
paragraph_revisions_additions_read,3,2,NA
paragraph_stating,3,2,NA
paragraph_v,3,3,NA
paragraphs_introductory_text_introductory,3,3,NA
paragraphs_revision,3,2,NA
paralysis,3,3,NA
param,3,2,NA
paramedical,3,3,NA
paranasal,3,2,NA
parasites,3,3,NA
paraspinal,3,2,NA
parasympathetic,3,2,NA
parathyroid,3,2,NA
paratransit,3,2,NA
parcel,3,2,NA
parent_diagnosis,3,3,family
parent_guardian_person_acting,3,3,family
parent_support,3,2,family
parenteral_therapy,3,3,NA
parentheses,3,2,NA
parham,3,3,NA
paroled,3,2,NA
part_act_performing,3,3,NA
part_applicant,3,2,NA
part_article,3,2,NA
part_b_claims_submission,3,2,NA
part_engage,3,3,NA
part_guilty_of_misdemeanor,3,3,NA
part_health_facilities_hospice,3,3,NA
part_implement,3,2,NA
part_limit,3,3,NA
part_maintenance,3,3,NA
part_mobile,3,2,NA
part_of_bundled_payment,3,3,NA
part_of_care_plan,3,3,NA
part_of_fda's_breakthrough,3,2,NA
part_organization_general_administration,3,3,NA
part_payment_systems,3,3,NA
part_permit,3,2,NA
part_pharmacy,3,3,NA
part_physician's,3,3,service_provider
part_rule_amended,3,2,NA
part_sec,3,3,NA
part_supplemental,3,3,NA
part_surgical,3,3,NA
part_use_terms,3,3,NA
parte,3,3,NA
participant's_designated,3,2,NA
participant's_representative,3,2,NA
participant_based,3,3,NA
participant_make,3,3,NA
participant_supports,3,3,services
participant_writing,3,3,NA
participants_accordance,3,3,NA
participants_based,3,3,NA
participants_continue,3,3,NA
participants_cy,3,3,NA
participants_dually,3,3,NA
participants_including,3,3,NA
participants_opportunity,3,2,NA
participants_primarily,3,3,NA
participants_right,3,2,NA
participants_self,3,3,NA
participate_cooperate,3,2,NA
participate_ecqm,3,3,NA
participate_ehr,3,3,NA
participate_local,3,3,NA
participate_managed,3,3,NA
participate_process,3,3,NA
participate_programs,3,3,NA
participate_second,3,3,NA
participate_single,3,2,NA
participate_stage,3,2,NA
participated_development,3,3,NA
participating_apm_entity,3,2,NA
participating_clinicians,3,3,service_provider
participating_facility,3,3,NA
participating_non,3,3,NA
participating_testing,3,3,NA
participating_three,3,3,NA
participation_aco,3,3,NA
participation_clinical,3,3,NA
participation_exemption_request_form,3,2,NA
participation_furthermore,3,3,NA
participation_hospitals,3,3,NA
participation_leisure,3,3,NA
participation_medical,3,3,NA
participation_multi,3,3,NA
participation_quality,3,3,NA
participation_shared,3,3,NA
participation_track,3,3,NA
particular_approach,3,3,NA
particular_items,3,3,NA
particular_nrs,3,3,NA
particular_performance,3,3,NA
particular_reasons,3,3,NA
particularity,3,3,NA
particularly_concerned,3,3,NA
parties_obtain,3,2,NA
parties_submit,3,3,NA
parties_use,3,3,NA
partition,3,3,NA
partnership.aspx,3,3,NA
parts_b_services_original,3,3,services
parts_c,3,2,NA
parts_equals,3,3,NA
partum,3,3,NA
party_reimbursement,3,2,NA
pas_also,3,3,NA
pas_state,3,2,NA
pass_device,3,2,NA
pass_estimates,3,3,NA
pass_process_payment_methodology,3,3,NA
pass_status_billed_procedural,3,2,NA
passwords,3,3,NA
past_calendar,3,3,NA
patella,3,3,NA
patent,3,3,NA
pathologist's,3,3,NA
pathologist’s,3,3,NA
pathophysiology,3,2,NA
pathway_certain,3,3,NA
pathway_facilitate,3,2,NA
pathway_sustainable_growth_rate,3,3,NA
pathways_recovery,3,3,NA
pathways_success,3,3,NA
patient's_caregiver_support_person,3,3,person
patient's_drug,3,2,person
patient's_electronic,3,3,person
patient's_history,3,3,person
patient's_reaction,3,3,person
patient's_wishes,3,2,person
patient_activity,3,3,person
patient_adherence,3,3,person
patient_aircraft,3,2,person
patient_assessment_instruments_homehealthqualityinits,3,3,assessment
patient_assessment_instruments_mms,3,3,assessment
patient_caregiver_experience_of,3,3,person
patient_confidentiality,3,3,person
patient_consultation,3,3,person
patient_continually,3,3,person
patient_counseling,3,3,person
patient_dialysis,3,2,person
patient_dual_eligible_status,3,2,person
patient_evaluate,3,3,person
patient_fall,3,2,person
patient_falls,3,3,person
patient_first,3,3,person
patient_furthermore,3,3,person
patient_goals,3,3,person
patient_identifiable,3,3,person
patient_infection,3,2,person
patient_medical_record,3,3,person
patient_medical_records,3,3,person
patient_minutes,3,3,person
patient_move,3,3,person
patient_nursing,3,3,person
patient_often,3,3,person
patient_orders,3,3,person
patient_parent,3,2,family
patient_particular,3,3,person
patient_plan,3,3,person
patient_prescription,3,2,person
patient_privacy,3,3,person
patient_privilege,3,3,person
patient_purpose,3,3,person
patient_readmissions,3,3,person
patient_removed,3,2,person
patient_resident's,3,3,person
patient_saf,3,3,person
patient_safety_adverse_events,3,3,person
patient_still,3,3,person
patient_subsequently,3,3,person
patient_survey,3,3,person
patient_treatment_area,3,3,services
patients_although,3,3,person
patients_american,3,3,person
patients_assessed_appropriately_given,3,2,person
patients_believed,3,3,person
patients_complex,3,3,person
patients_concurrent,3,3,person
patients_denominator,3,3,person
patients_description,3,2,person
patients_develop,3,2,person
patients_dialysis,3,2,person
patients_due,3,2,person
patients_entitled,3,3,person
patients_expected,3,3,person
patients_family,3,3,family
patients_history,3,3,person
patients_hospitalized,3,3,person
patients_however,3,3,person
patients_long,3,2,person
patients_nationwide,3,2,person
patients_non,3,3,person
patients_note,3,3,person
patients_office,3,3,person
patients_order,3,3,person
patients_others,3,3,person
patients_particularly,3,3,person
patients_providers_act_of,3,3,service_provider
patients_qualify,3,2,person
patients_removed,3,3,person
patients_reported,3,3,person
patients_residing,3,3,person
patients_respond,3,3,person
patients_send,3,3,person
patients_similar,3,3,person
patients_successfully,3,3,person
patients_suffering,3,3,person
patients_temporary,3,3,person
patients_thus,3,3,person
patients_v,3,3,person
patterns_technology,3,3,NA
paucity,3,2,NA
paulozzi,3,2,NA
pave,3,3,NA
pawtucket,3,2,NA
pay_applicable,3,3,NA
pay_capital,3,3,NA
pay_copayment,3,3,NA
pay_costs,3,2,NA
pay_designated,3,3,NA
pay_medical,3,3,NA
pay_qualifying,3,3,NA
pay_rate,3,3,NA
pay_subsection,3,3,NA
pay_toward,3,3,NA
payable_covered,3,3,NA
payable_therapeutic,3,3,NA
payees,3,3,NA
payer's,3,3,NA
payer_medical,3,2,NA
payer_medicare,3,3,NA
payer’s,3,2,NA
paying_hospital,3,3,NA
paying_services,3,3,services
payment_adjustment_medicare_ehr,3,3,NA
payment_adjustments_hospital_readmissions,3,3,NA
payment_advice,3,3,NA
payment_amount_includes_costs,3,3,NA
payment_amounts_rural_areas,3,3,NA
payment_avoidance,3,2,NA
payment_cholecystectomy,3,3,NA
payment_computation,3,3,NA
payment_crt,3,3,NA
payment_determinations_unless_propose,3,3,NA
payment_disparities,3,2,NA
payment_effects,3,2,NA
payment_equal_percent_of,3,3,NA
payment_excess,3,3,NA
payment_facility_costs,3,3,NA
payment_field,3,3,NA
payment_fixed,3,3,NA
payment_ime,3,3,NA
payment_kidney,3,3,NA
payment_methodology_section_of,3,3,NA
payment_modeling,3,3,NA
payment_of_medicare,3,3,NA
payment_operating,3,3,NA
payment_otp,3,3,NA
payment_pass_diagnostic_radiopharmaceuticals,3,2,NA
payment_penalties,3,3,NA
payment_phase,3,2,NA
payment_provider’s,3,3,service_provider
payment_radiology,3,3,NA
payment_rate_cases_currently,3,3,NA
payment_rate_cases_fixed,3,3,NA
payment_rate_cpt_code,3,3,NA
payment_rate_non_drug,3,2,NA
payment_rate_portion_of,3,3,NA
payment_rates_cpt_codes,3,3,NA
payment_rates_ltch_pps,3,3,NA
payment_rates_rate_year,3,3,NA
payment_rates_services_furnished,3,3,services
payment_rates_two_cmhcs,3,3,NA
payment_regular_updates_inputs,3,3,NA
payment_rhc,3,3,NA
payment_scods,3,3,NA
payment_services_assigned,3,3,services
payment_standardization,3,2,NA
payment_system_final_rule,3,3,NA
payment_system_rate_update,3,2,NA
payment_system_regulations_notices.html,3,3,NA
payment_wage_index,3,3,NA
payment_weights_php_services,3,3,services
payment_year_cy_pfs,3,3,NA
payments_although,3,3,NA
payments_among,3,2,NA
payments_amounts,3,3,NA
payments_applied,3,3,NA
payments_based_ltch_pps,3,3,NA
payments_basis,3,3,NA
payments_beginning,3,3,NA
payments_better,3,3,NA
payments_billion,3,2,NA
payments_claimed,3,3,NA
payments_comparison_of,3,3,NA
payments_considered,3,3,NA
payments_copayments,3,3,NA
payments_determined,3,3,NA
payments_dividing,3,3,NA
payments_equal_percent_of,3,3,NA
payments_example,3,3,NA
payments_finally,3,3,NA
payments_found,3,3,NA
payments_fy_ltch_pps,3,3,NA
payments_hco,3,3,NA
payments_implementation,3,3,NA
payments_increased,3,2,NA
payments_less,3,3,NA
payments_lesser,3,3,NA
payments_limited,3,3,NA
payments_make,3,3,NA
payments_methodology,3,3,NA
payments_noted,3,3,NA
payments_of_premium,3,2,NA
payments_partial,3,3,NA
payments_payable,3,3,NA
payments_percent_of_estimated,3,3,NA
payments_physicians,3,3,service_provider
payments_portion,3,2,NA
payments_rates,3,2,NA
payments_reflected,3,3,NA
payments_relative,3,3,NA
payments_required_section,3,3,NA
payments_see,3,3,NA
payments_services_furnished,3,3,services
payments_side,3,3,NA
payments_similar,3,3,NA
payments_simulations,3,3,NA
payments_special,3,3,NA
payments_subject,3,3,NA
payments_subsequent,3,2,NA
payments_third,3,3,NA
payments_unaffected,3,3,NA
pays_services,3,3,services
pbds_relocate,3,3,NA
pbm’s,3,2,NA
pbs,3,2,NA
pcc,3,2,NA
pccm_program,3,2,NA
pccm_written,3,3,NA
pccms_state,3,3,NA
pdmp_prescription_drug_history,3,3,NA
pe_allocator,3,3,NA
pe_costs,3,3,NA
pe_recommendations,3,2,NA
pe_scaling,3,3,NA
pe_work,3,3,NA
peak,3,3,NA
pearson,3,3,NA
pecfas,3,3,NA
pediatr,3,2,NA
peek,3,2,NA
peer_operated,3,3,NA
pembrolizumab,3,2,NA
penal_code,3,2,NA
penalties_sec,3,3,NA
pendency,3,3,NA
per_aide,3,2,NA
per_applicant,3,3,NA
per_investigation,3,2,NA
per_rate_cell,3,2,NA
per_respondent_burden_estimate,3,3,NA
per_unit_rates_used,3,3,NA
per_vial,3,3,NA
per_year_collect_submit,3,3,NA
perc,3,3,NA
perceiving,3,3,NA
percent_accordance,3,3,NA
percent_although,3,3,NA
percent_analysis,3,2,NA
percent_baseline,3,3,NA
percent_capital,3,3,NA
percent_considering,3,2,NA
percent_estimate,3,2,NA
percent_federal_financial_participation,3,3,NA
percent_held,3,3,NA
percent_highest,3,3,NA
percent_hospital_submits,3,3,NA
percent_interest,3,2,NA
percent_labor,3,3,NA
percent_lowest,3,3,NA
percent_meaning,3,2,NA
percent_million_medicare_payments,3,3,NA
percent_minus,3,3,NA
percent_of_episodes_medium,3,3,NA
percent_of_medicare_ffs,3,3,NA
percent_of_reasonable_cost,3,3,NA
percent_of_reasonable_costs,3,2,NA
percent_of_unadjusted_fee,3,2,NA
percent_option,3,2,NA
percent_payment_rate,3,3,NA
percent_percentile,3,2,NA
percent_positive,3,3,NA
percent_subsequent,3,3,NA
percent_vm,3,2,NA
percent_zero,3,3,NA
percentage_add,3,2,NA
percentage_adjustment,3,3,NA
percentage_applicable,3,3,NA
percentage_cost_reporting_period,3,3,NA
percentage_increase_of_percent,3,3,NA
percentage_million_increase,3,3,NA
percentage_of_operating_ipps,3,3,NA
percentage_of_percent_minus,3,3,NA
percentage_of_percent_national,3,3,NA
percentage_points_annual_update,3,3,NA
percentage_points_opd_fee,3,3,NA
percentage_reflects,3,3,NA
percentage_specified,3,2,NA
percentages_numbers,3,2,NA
percentile_measure,3,2,NA
percentile_ms,3,3,NA
percentile_work,3,3,NA
percut,3,2,NA
percutaneous_approach_replacement_of,3,3,NA
perform_assessment,3,3,assessment
perform_calculation,3,3,NA
perform_education,3,3,NA
perform_examination,3,3,NA
perform_h,3,3,NA
perform_initial_review_of,3,2,NA
perform_tests,3,3,NA
performance_acos,3,3,NA
performance_among,3,2,NA
performance_compared,3,2,NA
performance_gaps,3,2,NA
performance_intend,3,3,NA
performance_of_services,3,2,services
performance_outcomes,3,3,NA
performance_period_excluded_measure,3,2,NA
performance_period_following_summary,3,3,NA
performance_period_qcdrs_required,3,3,NA
performance_standards_established_performance,3,3,NA
performed_addition,3,3,NA
performed_ascs,3,3,NA
performed_auxiliary,3,2,NA
performed_cpt,3,3,NA
performed_double,3,2,NA
performed_form,3,3,NA
performed_immediately,3,3,NA
performed_one,3,3,NA
performed_percent,3,3,NA
performed_pharmacist,3,3,NA
performed_well,3,3,NA
performing_assessment,3,3,assessment
performing_laboratory,3,3,NA
performing_personal,3,3,NA
performing_supervising,3,2,NA
pericardial,3,3,NA
period_aco,3,2,NA
period_adding,3,3,NA
period_adopted,3,3,NA
period_afforded,3,2,NA
period_allows,3,3,NA
period_amount_of,3,3,NA
period_apm,3,3,NA
period_appeared,3,3,NA
period_applied,3,3,NA
period_assigned,3,2,NA
period_beginning_fy,3,3,NA
period_benchmark,3,2,NA
period_calculating,3,3,NA
period_calculation,3,3,NA
period_can,3,3,NA
period_certain,3,3,NA
period_change,3,2,NA
period_clinician,3,3,service_provider
period_cy_opps_asc,3,3,NA
period_detailed,3,3,NA
period_excluded,3,3,NA
period_expenditures,3,3,NA
period_extended,3,2,NA
period_final_rule,3,2,NA
period_fr_believe,3,3,NA
period_fr_finalized,3,3,NA
period_full,3,3,NA
period_fy_payment_determination,3,3,NA
period_ground,3,2,NA
period_hospital's,3,3,NA
period_include,3,3,NA
period_january,3,3,NA
period_july_of,3,2,NA
period_lastly,3,3,NA
period_major,3,3,NA
period_mspb,3,3,NA
period_occurs,3,2,NA
period_partial,3,2,NA
period_please,3,3,NA
period_projections,3,3,NA
period_reasons,3,2,NA
period_regardless,3,3,NA
period_relative,3,3,NA
period_removing,3,3,NA
period_requested,3,3,NA
period_required,3,3,NA
period_respect,3,3,NA
period_secretary,3,3,NA
period_selected,3,2,NA
period_shared,3,3,NA
period_subsequent_years,3,3,NA
period_track,3,2,NA
period_transition,3,3,NA
period_typically,3,3,NA
period_updated,3,3,NA
period_vm,3,2,NA
periodically_identify,3,3,NA
periodically_thus,3,3,NA
periodicity,3,3,NA
periods_also,3,3,NA
periods_cqms,3,2,NA
periods_expire,3,3,NA
periods_following,3,3,NA
periods_fr,3,3,NA
periods_fy,3,3,NA
periods_last,3,3,NA
periods_listed,3,3,NA
periods_measures,3,3,NA
periods_must,3,3,NA
periods_order,3,3,NA
periods_purposes,3,3,NA
periods_submission,3,2,NA
peripheral_artery,3,3,NA
peripheral_iv,3,2,NA
permanent_medical,3,3,NA
permanent_record,3,3,NA
permanently_capital,3,3,NA
permanently_temporarily,3,3,NA
permissibility,3,3,NA
permit_enrollees,3,3,NA
permit_exclusion,3,2,NA
permit_fee,3,3,NA
permit_medicare,3,3,NA
permit_shall,3,3,NA
permit_virtual,3,3,NA
permits_use,3,3,NA
permitted_applicable,3,3,NA
permitted_cy,3,3,NA
permitted_eligible,3,2,NA
permitted_hipaa,3,3,NA
permitted_medicaid,3,3,NA
perpetrated,3,3,NA
perpetuates,3,3,NA
persistent_mental,3,3,NA
person_another,3,3,person
person_ao,3,2,person
person_assigned,3,3,person
person_attendance,3,3,person
person_community,3,3,person
person_discloses,3,3,person
person_donor,3,2,person
person_engaged,3,3,person
person_institution,3,3,person
person_legal,3,3,person
person_mdpp,3,2,person
person_otherwise,3,3,person
person_ownership,3,3,person
person_physically,3,3,person
person_possesses,3,3,person
person_shall_of_following,3,3,person
person_via,3,3,person
person_writing,3,3,person
personal_charge,3,2,NA
personal_comfort,3,3,NA
personal_cultural,3,3,NA
personal_social,3,3,NA
personally_defined,3,3,NA
personnel_includes,3,3,NA
personnel_licensed,3,3,NA
personnel_management,3,2,NA
personnel_medical,3,3,NA
personnel_operating,3,3,NA
personnel_provide,3,3,NA
personnel_shall,3,3,NA
persons_live,3,3,NA
pertaining_operation,3,3,NA
pertinent_part,3,3,NA
pertussis,3,3,NA
perverse,3,3,NA
petition_circuit,3,3,NA
petition_discharge,3,3,NA
petition_guardianship,3,2,NA
peyote,3,3,NA
pfs_estimated,3,3,NA
pfs_non,3,2,NA
pfs_opps,3,3,NA
pg,3,3,NA
pharmaceutically,3,2,NA
pharmaceuticals_human,3,3,NA
pharmacist_services,3,3,services
pharmacist’s,3,3,NA
pharmacol,3,3,NA
pharmacy_dispensing,3,2,NA
pharmacy_licensed,3,2,NA
pharmacy_means,3,2,NA
pharmacy_prescription,3,3,NA
pharmacy_provider,3,3,service_provider
pharmacy_within,3,2,NA
phe_already,3,3,NA
phe_fr,3,3,NA
phe_pandemic_defined_rule,3,3,NA
phe_stakeholders,3,3,NA
philosophical,3,3,NA
pho,3,3,NA
phobic,3,3,NA
photocopies,3,3,NA
photograph_of,3,3,NA
php_effect,3,2,NA
php_required,3,3,NA
phpr,3,3,NA
phps_proposed,3,3,NA
phps_required,3,3,NA
phrase_non,3,2,NA
phrase_part,3,2,NA
phs_public,3,3,NA
phs_public_health_service,3,3,NA
physical_adaptations,3,3,NA
physical_dependence,3,3,NA
physical_disability,3,3,NA
physical_force,3,3,NA
physical_impairment,3,3,needs
physically_injure,3,3,NA
physically_prevented,3,3,NA
physicals,3,2,NA
physician's_medical,3,3,service_provider
physician's_patients,3,3,service_provider
physician's_physical,3,3,service_provider
physician_attending,3,3,service_provider
physician_certain,3,2,service_provider
physician_chooses,3,3,service_provider
physician_claim,3,3,service_provider
physician_compare_either_profile,3,2,service_provider
physician_confirmed,3,3,service_provider
physician_doctor,3,3,service_provider
physician_fte,3,3,service_provider
physician_holds,3,3,service_provider
physician_make,3,3,service_provider
physician_monitoring,3,3,service_provider
physician_nurse_practitioner_physician,3,2,service_provider
physician_organization,3,3,service_provider
physician_owners,3,3,service_provider
physician_personally,3,3,service_provider
physician_primary,3,3,service_provider
physician_rn,3,3,service_provider
physician_treating,3,3,service_provider
physician_version,3,3,service_provider
physician_whose,3,3,service_provider
physicians_also,3,3,service_provider
physicians_assistants,3,3,service_provider
physicians_believe,3,3,service_provider
physicians_clinicians,3,3,service_provider
physicians_generally,3,3,service_provider
physicians_nonphysician,3,3,service_provider
physicians_suppliers,3,3,service_provider
physicians_within,3,3,service_provider
physics_consultation,3,2,NA
physiologically,3,3,NA
pickett,3,3,NA
picking,3,3,NA
piercing,3,2,NA
pihp_agreement,3,3,NA
pihp_fails_adhere_notice,3,3,NA
pihp_managed,3,3,NA
pihp_monitor,3,2,NA
pihp_received,3,3,NA
pihps_pihp,3,3,NA
pillows,3,3,NA
pips_conducted,3,2,NA
pits,3,3,NA
pivotal,3,3,NA
pj,3,3,NA
place_d,3,3,NA
place_part,3,2,NA
place_person,3,3,person
place_subregulatory,3,3,NA
place_substance,3,3,NA
place_written,3,3,NA
placement_criteria,3,3,NA
placement_e.g,3,2,NA
placing_health_of_individual,3,3,NA
plan_adequate,3,3,NA
plan_adopt,3,3,NA
plan_approval,3,3,NA
plan_assigned,3,3,NA
plan_beneficiaries,3,3,NA
plan_can,3,3,NA
plan_contracts,3,2,NA
plan_discharge,3,3,NA
plan_document,3,3,NA
plan_enrolled,3,3,NA
plan_expect,3,3,NA
plan_facilitate,3,3,NA
plan_finally,3,3,NA
plan_hospice,3,3,NA
plan_hsw,3,2,NA
plan_materials,3,2,NA
plan_mdhhs,3,3,NA
plan_meeting,3,3,NA
plan_mhp,3,3,NA
plan_networks,3,3,NA
plan_obsolete,3,2,NA
plan_obtain,3,3,NA
plan_offering,3,2,NA
plan_optional,3,3,NA
plan_participating,3,2,NA
plan_person,3,3,person
plan_personal,3,2,NA
plan_place,3,3,NA
plan_primary,3,3,NA
plan_provision,3,3,NA
plan_reflects,3,2,NA
plan_revenues,3,2,NA
plan_review,3,3,NA
plan_reviewed,3,3,NA
plan_revision,3,3,NA
plan_set,3,3,NA
plan_significantly,3,3,NA
plan_submitted,3,3,NA
plan_targeted,3,3,NA
plan_timely,3,3,NA
plan_updated,3,2,NA
plan_upon,3,3,NA
plan_utilize,3,3,NA
plan_website,3,3,NA
planned_readmission,3,3,NA
planning_developing,3,3,NA
planning_documents,3,2,NA
planning_establishment,3,3,NA
planning_individual,3,3,NA
planning_managing,3,3,NA
planning_meeting,3,3,NA
planning_needs,3,3,NA
planning_pcp,3,3,NA
planning_policies,3,3,NA
planning_practice,3,3,NA
planning_related,3,3,NA
planning_using,3,3,NA
plans_able,3,3,NA
plans_accordance,3,3,NA
plans_also,3,3,NA
plans_annually,3,3,NA
plans_approved,3,3,NA
plans_available,3,2,NA
plans_community,3,3,NA
plans_generally,3,3,NA
plans_ma,3,3,NA
plans_medicaid,3,2,NA
plans_offered,3,2,NA
plans_regarding,3,3,NA
plans_result,3,2,NA
plans_thus,3,3,NA
plant_equipment,3,3,NA
plantar,3,3,NA
planting,3,2,NA
plateaued,3,3,NA
plates,3,3,NA
plaza,3,3,NA
plea_of,3,3,NA
plenty,3,3,NA
pleura_percutaneous,3,2,NA
plus_benefits,3,2,NA
plus_spending,3,2,NA
pneumonia_mortality,3,3,NA
pneumonias,3,3,NA
po_develop,3,3,NA
po_status,3,3,NA
po_take,3,3,NA
poc_paid,3,3,plan_of_service
point_coordination,3,3,NA
points_additional_performance_threshold,3,2,NA
points_appropriate,3,2,NA
points_clinical,3,3,NA
points_discussed,3,3,NA
points_e,3,3,NA
points_fr,3,3,NA
points_hhas,3,2,NA
points_home,3,2,NA
points_support_electronic_referral,3,3,NA
points_toward,3,2,NA
poisons,3,3,NA
poles,3,3,NA
policies_affect,3,3,NA
policies_anticipate,3,2,NA
policies_can,3,3,NA
policies_cmhcs,3,3,NA
policies_consistent,3,3,NA
policies_discretion,3,3,NA
policies_final,3,3,NA
policies_including_provisions_related,3,3,NA
policies_initially,3,3,NA
policies_make,3,3,NA
policies_packaging,3,3,NA
policies_promoting,3,3,NA
policies_provisions,3,3,NA
policies_significantly,3,3,NA
policies_specified,3,3,NA
policies_subsection,3,3,NA
policies_therefore,3,3,NA
policy_adopted_fy_ipps,3,3,NA
policy_although,3,3,NA
policy_area,3,2,NA
policy_assigned,3,3,NA
policy_authority,3,3,NA
policy_automatically,3,3,NA
policy_beneficiary,3,3,person
policy_calculation,3,3,NA
policy_changes_applicable_ltch,3,3,NA
policy_commenters,3,2,NA
policy_consideration,3,3,NA
policy_considerations,3,3,NA
policy_described_section_of,3,3,NA
policy_determine,3,3,NA
policy_discharges,3,3,NA
policy_division,3,2,NA
policy_example,3,3,NA
policy_first,3,3,NA
policy_guideline,3,2,NA
policy_help,3,3,NA
policy_identified,3,3,NA
policy_limit,3,2,NA
policy_ltch,3,3,NA
policy_ma,3,2,NA
policy_maintain,3,3,NA
policy_modification,3,3,NA
policy_modifications,3,3,NA
policy_of_assigning,3,3,NA
policy_of_establishing,3,3,NA
policy_of_recognizing,3,3,NA
policy_of_reducing,3,3,NA
policy_payment_changes,3,3,NA
policy_policy,3,3,NA
policy_rather,3,3,NA
policy_reducing,3,3,NA
policy_reflect,3,3,NA
policy_regard,3,3,NA
policy_relevant,3,3,NA
policy_shared,3,3,NA
policy_solicited,3,3,NA
policy_specifically,3,2,NA
policy_temporary,3,2,NA
policy_thus,3,2,NA
policy_treatment_of,3,3,services
polling,3,2,NA
polysomnography,3,2,NA
ponce,3,3,NA
pool_list,3,3,NA
pool_payments,3,2,NA
poor_patient,3,3,person
popular_name,3,2,NA
population's,3,3,NA
population_example,3,3,NA
population_given,3,3,NA
population_high,3,3,NA
population_management,3,3,NA
population_measure,3,3,NA
population_otherwise,3,3,NA
population_quality,3,3,NA
population_reflect,3,3,NA
population_therefore,3,3,NA
populations_include,3,3,NA
populations_medicaid,3,2,NA
porcine,3,2,NA
portion_of_costs_attributable,3,3,NA
portion_of_otherwise_applicable,3,3,NA
pos_establish,3,3,NA
pos_proposed,3,3,NA
pos_states,3,2,NA
pos_submit,3,3,NA
possess_appropriate,3,3,NA
possible_allow,3,3,NA
possible_believe,3,3,NA
possible_select,3,3,NA
postdegree,3,2,NA
postdischarge,3,2,NA
posted_https,3,3,NA
posted_mdhhs,3,3,NA
posted_publicly,3,3,NA
posterolateral,3,2,NA
posters,3,3,NA
postinfection,3,2,NA
posting_cms_web_site,3,3,NA
postintervention,3,2,NA
postmortem,3,2,NA
postponement,3,3,NA
postural,3,2,NA
potential_ambiguity,3,3,NA
potential_barriers,3,3,NA
potential_bias,3,2,NA
potential_conflict,3,3,NA
potential_economic,3,3,NA
potential_emergencies,3,2,NA
potential_incentives,3,3,NA
potential_issues,3,3,NA
potential_limitations,3,3,NA
potential_need,3,3,NA
potential_overutilization,3,3,NA
potential_problems,3,3,NA
potential_residents,3,3,NA
potentially_conflicting,3,3,NA
potentially_medicaid,3,2,NA
pottery,3,2,NA
pound,3,3,NA
powdered,3,3,NA
pox,3,3,NA
pps_acute,3,3,NA
pps_case_mix_weights,3,2,NA
pps_cfr,3,3,NA
pps_dual,3,3,NA
pps_effective,3,3,NA
pps_federal,3,3,NA
pps_final,3,2,NA
pps_fy_ltch_pps,3,2,NA
pps_hco,3,3,NA
pps_high,3,3,NA
pqi,3,2,NA
pqrs_aco,3,2,NA
pqrs_well,3,3,NA
pra_believe,3,3,NA
pra_requirements,3,3,NA
practice_advisory,3,3,NA
practice_assistant,3,2,NA
practice_availability,3,2,NA
practice_c,3,3,NA
practice_continue,3,3,NA
practice_dental,3,2,NA
practice_ensure,3,3,NA
practice_however,3,3,NA
practice_make,3,3,NA
practice_members,3,3,NA
practice_multiple,3,3,NA
practice_note,3,3,NA
practice_provide,3,3,NA
practice_purposes,3,3,NA
practice_regarding,3,3,NA
practice_relative,3,3,NA
practice_reported,3,2,NA
practice_sec,3,3,NA
practice_subject,3,2,NA
practices_elect,3,3,NA
practices_increasing,3,3,NA
practices_participating,3,3,NA
practices_related,3,2,NA
practices_required,3,3,NA
practices_use,3,3,NA
practitioner_beneficiary,3,3,service_provider
practitioner_determines,3,3,service_provider
practitioner_identifiers,3,2,service_provider
practitioner_order,3,3,service_provider
practitioner_ordered,3,3,service_provider
practitioner_prescribing,3,3,service_provider
practitioner_reimbursement,3,3,service_provider
practitioners_document,3,3,service_provider
practitioners_eligible,3,3,service_provider
practitioners_paid,3,3,service_provider
practitioners_participate_aco_shared,3,2,service_provider
practitioners_provide,3,3,service_provider
practitioners_regardless,3,3,service_provider
practitioners_specified,3,3,service_provider
practitioners_still,3,3,service_provider
prapare,3,2,NA
pre_printed,3,3,NA
pre_recorded,3,3,NA
preamble_provides_descriptions_of,3,3,NA
preapproved,3,3,NA
preceding_date_of_application,3,3,NA
preceding_paragraph,3,3,NA
preceding_performance,3,2,NA
precipitated,3,3,NA
predates,3,3,NA
predefined,3,3,NA
predetermined_national,3,3,NA
predict_payment,3,3,NA
predictability_of,3,3,NA
predictably,3,2,NA
predicted_values,3,2,NA
predictive_genetic,3,3,NA
preempt,3,3,NA
preemptively,3,3,NA
preempts,3,3,NA
preferences_care,3,3,preferences
preferences_choices,3,3,preferences
preliminary_cause,3,2,NA
premium_amounts,3,2,NA
premiums_paid,3,3,NA
prenatally,3,3,NA
preparation_colonoscopy,3,2,NA
preparation_of_treatment_plan,3,3,pcp_process
preparation_services,3,3,services
prepare_ecqm,3,3,NA
prepare_file,3,3,NA
prepare_final,3,3,NA
prepared_hospitals_estimated_receive,3,3,NA
prepared_ria,3,3,NA
preparedness_final,3,3,NA
