term,term_count,doc_count
measure_authoring,4,3
measure_baseline,4,4
measure_beginning_cy_hh,4,4
measure_can_accessed_nqf's,4,4
measure_cdi,4,4
measure_cfr,4,3
measure_change,4,3
measure_communication,4,3
measure_considered,4,4
measure_contractor,4,4
measure_described,4,3
measure_different,4,4
measure_discussed_section_of,4,4
measure_ehr,4,4
measure_entitled,4,4
measure_evidence,4,4
measure_examples,4,4
measure_exclusions,4,3
measure_identifies,4,3
measure_implement,4,2
measure_improvement,4,3
measure_listed,4,4
measure_logic,4,4
measure_mean,4,2
measure_owner,4,3
measure_participation,4,3
measure_particular,4,4
measure_pchqr,4,4
measure_percent_of_unique,4,4
measure_population,4,4
measure_purposes,4,4
measure_questions,4,3
measure_re,4,4
measure_refinement,4,4
measure_reliability,4,4
measure_reportable,4,4
measure_retained,4,4
measure_short,4,2
measure_short_name_achievement,4,4
measure_specify,4,4
measure_surveillance,4,3
measure_three,4,4
measure_types,4,4
measure_worth_points_cy,4,2
measurement_based,4,4
measures_accordance,4,4
measures_adopting,4,4
measures_agree,4,4
measures_align,4,4
measures_along,4,4
measures_appropriateness,4,4
measures_approval,4,3
measures_beginning_performance_period,4,4
measures_calculate,4,4
measures_chart_abstracted_measures,4,4
measures_clearing,4,4
measures_composite,4,3
measures_contained,4,2
measures_core,4,3
measures_count,4,3
measures_covering,4,2
measures_developing,4,4
measures_electronic,4,4
measures_electronic_prescribing_objective,4,4
measures_eligible_hospitals_cahs,4,4
measures_encourage,4,4
measures_example,4,4
measures_exclusions,4,3
measures_finalized_removal,4,4
measures_hha,4,4
measures_higher,4,4
measures_inclusion,4,4
measures_management_system_blueprint,4,4
measures_met,4,4
measures_minimize,4,4
measures_modifications,4,4
measures_numerator,4,3
measures_objectives,4,4
measures_outweigh,4,4
measures_pac,4,4
measures_past,4,4
measures_promote,4,4
measures_published,4,3
measures_qcdrs,4,3
measures_rather,4,4
measures_relate,4,4
measures_retaining,4,3
measures_satisfy,4,4
measures_section_of,4,4
measures_selected_secretary_form,4,4
measures_similar,4,4
measures_specifications,4,4
measures_still_able_meet,4,2
measures_sufficiently,4,4
measures_topics,4,4
meat,4,4
mechanically_powered,4,3
mechanism_arrangement,4,4
mechanism_available,4,4
mechanism_of,4,4
mechanism_provide,4,4
mechanism_used,4,4
median_per,4,4
medicaid's_reimbursement,4,4
medicaid_admissions,4,4
medicaid_authorization,4,4
medicaid_chip_managed_care,4,4
medicaid_exclusion,4,4
medicaid_long,4,3
medicaid_matching,4,4
medicaid_payment_rates,4,4
medicaid_populations,4,4
medicaid_premium,4,4
medicaid_rebate,4,2
medicaid_services_percent_ffp,4,4
medicaid_spend,4,3
medicaid_state_plan_benefits,4,4
medicaid_state_plan_services,4,4
medicaid_web,4,3
medicaidfinancingmatreport.pdf,4,2
medical_affairs,4,4
medical_association's,4,3
medical_care_facility_hospital,4,4
medical_condition_manifesting_acute,4,4
medical_consultative,4,2
medical_contraindication,4,4
medical_decisions,4,4
medical_developmental,4,4
medical_doctor,4,4
medical_equipment_including_provision,4,3
medical_equipment_medical_supplies,4,4
medical_issues,4,4
medical_monitoring,4,3
medical_physics,4,2
medical_psychosocial,4,4
medical_remedial,4,4
medical_remedial_benefit_child,4,4
medical_service_technology_must,4,4
medical_social_services_occupational,4,4
medicament,4,3
medicare_addition_section,4,4
medicare_beneficiary_require_dosage,4,4
medicare_coinsurance_deductible_amounts,4,3
medicare_contracts,4,3
medicare_covered_professional_services,4,2
medicare_dhs,4,4
medicare_dsh_payment_adjustments,4,4
medicare_enrollees,4,4
medicare_general_information_telehealth,4,4
medicare_ground,4,2
medicare_improvements_patients_providers,4,4
medicare_margins,4,4
medicare_medicaid_managed_care,4,4
medicare_payer,4,2
medicare_prescription,4,2
medicare_prescription_drug_coverage,4,2
medicare_program_contract_year,4,2
medicare_program_payment_purposes,4,4
medicare_qp,4,4
medicareprogramratesstats_marketbasketresearch.html,4,4
medication_instructions,4,4
medication_laboratory_diagnostic_imaging,4,2
medication_record,4,4
medications_administered,4,4
medications_beneficiary,4,4
medications_improvement,4,2
medications_must,4,4
medications_shall,4,4
medications_symptom,4,4
medications_treatment,4,2
medicine_medical,4,3
medicine_michigan,4,4
medicine_rehabilitation,4,2
medpac_chapter,4,2
medpar_file_cases_reporting,4,4
medpar_file_ms_drgs,4,4
meet_beneficiary's,4,4
meet_category,4,3
meet_certification,4,4
meet_definition,4,4
meet_federal,4,4
meet_financial,4,4
meet_generally,4,3
meet_higher,4,3
meet_individual's,4,3
meet_michigan,4,4
meet_nutritional,4,4
meet_patient's,4,4
meet_physical,4,4
meet_procedural,4,4
meet_professional,4,4
meet_qualification,4,4
meet_quality_reporting_requirements,4,4
meet_reporting_requirements_of,4,4
meet_resident,4,3
meet_standard_of_care,4,2
meeting_certain,4,4
meeting_edition,4,4
meeting_minimum,4,4
meeting_objectives,4,4
meeting_patient's,4,4
meeting_requested,4,4
meeting_required,4,4
meeting_specific,4,4
meeting_two,4,4
meetings_review,4,4
meets_criterion,4,4
meets_either,4,4
meets_financial_risk_standard,4,2
meets_least,4,4
meets_medical,4,4
meier,4,4
member_employee,4,4
member_organization,4,2
members_caregivers,4,3
members_first,4,4
members_sec,4,4
members_supported,4,4
membrane_oxygenation_continuous,4,2
membranous,4,2
memorandum_of,4,4
memorandums,4,4
memos,4,4
memos_emails,4,4
menachemi,4,4
mental_disabilities,4,3
mental_disability,4,3
mental_emotional,4,4
merchandise,4,2
merits,4,4
mesalamines,4,3
messaging_rule,4,2
met_case,4,4
met_minimum,4,2
met_pa,4,4
met_patient,4,3
met_standards,4,4
met_using,4,2
method_ii,4,4
method_methods,4,4
method_must,4,4
method_requirements,4,3
methodologies_use,4,4
methodology_allow,4,4
methodology_also,4,4
methodology_alternative,4,4
methodology_appropriately,4,4
methodology_cmhc,4,4
methodology_commenters,4,4
methodology_making,4,3
methodology_mdhhs,4,3
methodology_must,4,4
methodology_standards,4,2
methodology_supported,4,2
methodology_underlying,4,4
methodology_used_calculate_medicare,4,2
methods_ensure,4,4
methods_identifying,4,3
methods_procedures,4,4
methods_tried,4,4
mferg,4,2
mfp_adjustment_final_rule,4,4
mfp_adjustment_moving_average,4,4
mfp_adjustment_use_data,4,4
mg_vials,4,2
mhp_additional,4,4
mhp_benefit,4,2
mhp_enrollee,4,4
mhp_mhp,4,4
mhp_prior,4,4
mhp_provider,4,4
michigan_legislature,4,4
michigan_provide_services,4,3
michild_beneficiary,4,2
microphone,4,2
microphones,4,4
midnight_of,4,4
might_choose,4,4
might_impact,4,3
might_needed,4,4
might_propose,4,4
migrate,4,4
migrating,4,4
mildly,4,4
milieu,4,4
milk,4,4
million_additional,4,4
million_annualized_cost_savings,4,3
million_approximately,4,4
million_costs,4,3
million_due,4,4
million_final_action_claims,4,2
million_hospitals,4,4
million_hours,4,4
million_outlier,4,4
million_single,4,4
million_urban,4,2
mimics,4,4
minimize_complexity,4,3
minimize_incentives,4,4
minimum_age,4,4
minimum_criterion,4,4
minimum_federal,4,4
minimum_functions,4,3
minimum_of_depth_width,4,3
minimum_qualifications,4,4
minimum_total,4,4
minor_change,4,3
minor_claim,4,3
minor_parent,4,4
minor_providing,4,4
minor_section,4,3
minor_typically,4,3
minors_families,4,3
minus_percentage_point_fy,4,4
minute_unit,4,4
minutes_believe,4,4
minutes_cpt,4,4
minutes_estimate,4,4
minutes_face,4,2
minutes_intra_service_time,4,2
minutes_minutes_minutes_minutes,4,4
minutes_of_medical_discussion,4,2
minutes_one,4,4
minutes_percent_reduction_however,4,4
minutes_percent_reduction_recommended,4,4
minutes_provide,4,2
minutes_provided,4,3
minutes_review,4,4
mippa_pub,4,4
mips_beginning,4,4
mips_clinician,4,4
mips_cqm_qcdr_collection,4,3
mips_ecqm,4,4
mips_eligible_clinician_required,4,3
mips_eligible_clinicians_group,4,3
mips_eligible_clinicians_include,4,4
mips_final,4,4
mips_noted,4,4
mips_performance_period_cy,4,3
mips_qcdr,4,4
mips_result,4,2
mips_score,4,4
mips_submit,4,4
misalignments,4,2
misapplication,4,4
misdemeanor_conviction,4,4
misdemeanor_felony,4,4
misdemeanor_involving_cruelty_committed,4,4
misreporting,4,4
mistaken,4,4
mistreatment_of,4,3
misunderstandings,4,4
misusing,4,3
mitigate_undue,4,4
mix_categories,4,2
mix_differences,4,4
mix_group,4,2
mix_growth_cy_cy,4,4
mix_intensity,4,4
mix_reductions,4,3
mix_using,4,4
mlr_must,4,3
mlr_standard,4,4
mma_files,4,3
mme,4,2
mmf,4,3
mmm,4,2
mmt,4,4
mobility_related,4,4
model_additional,4,2
model_agreement,4,4
model_authority,4,4
model_can,4,4
model_competing,4,4
model_estimated,4,4
model_estimates,4,2
model_finalized,4,3
model_hcpcs,4,2
model_implement,4,4
model_may,4,4
model_standardized,4,3
model_therefore,4,4
model_tracks,4,2
model_two,4,3
modeled_quality,4,4
modeling_process,4,3
models_therefore,4,4
moderately,4,4
modernizations,4,4
modification_clarify,4,4
modification_provide,4,4
modification_specify,4,4
modification_techniques,4,2
modifications_address,4,4
modifications_based,4,4
modifications_director,4,4
modifications_finalizing,4,4
modifications_may,4,4
modifications_meaningful,4,4
modifications_proposal,4,3
modifications_provide,4,4
modifications_revising,4,4
modified_final,4,4
modifier_appropriate,4,4
modifier_claim,4,3
modifier_code,4,4
modifier_denied,4,3
modifier_hcpcs,4,4
modifier_indicate,4,4
modifier_modifier,4,4
modifier_pos,4,2
modifiers_identify,4,3
modifiers_report,4,2
modifiers_required,4,4
modifiers_therapy,4,3
modify_approach,4,4
modify_exclusions,4,3
modifying_definition,4,4
molds,4,3
molecule,4,3
moment_time,4,4
moment_time_study_date,4,4
moms_program,4,3
money_assets,4,4
money_received,4,3
monitor_case_mix_growth,4,3
monitor_data,4,4
monitor_effects,4,4
monitor_outlier,4,4
monitor_patients,4,4
monitor_respective,4,4
monitor_utilization,4,4
monitoring_care_midnight_following,4,4
monitoring_fluid,4,4
monitoring_include,4,4
monitoring_plan,4,3
monitoring_procedures,4,3
monitoring_purpose,4,4
monitoring_required,4,4
monitoring_reviews,4,4
monitoring_treatment,4,4
monoclonal,4,2
monograph,4,4
monotonically,4,4
month_even,4,4
month_nursing,4,3
month_prior,4,4
month_review,4,2
month_time,4,4
monthly_part_c,4,2
months_april,4,3
months_inpatient,4,4
months_least,4,4
months_plant_direct_allocation,4,3
months_support_equipment_rental,4,3
mood_adjustment,4,4
morley,4,3
morph,4,2
morrison,4,3
mortality_following,4,3
mortality_measure,4,3
mortality_risk,4,4
mortuary,4,2
motel,4,3
motility,4,3
motor_skills,4,4
motorized,4,4
mountain_pacific,4,3
mouth_throat,4,3
move_existing,4,3
mrgfus_meg,4,3
mri_contrast,4,4
mri_magnetic,4,4
mrsa_bacteremia_national_healthcare,4,4
ms_drg_assignment_diagnosis,4,2
ms_drg_assignment_of,4,4
ms_drg_ms_drgs,4,3
ms_drg_percutaneous_cardiovascular,4,2
ms_drg_wage_index,4,4
ms_drgs_cardiac_valve,4,3
ms_drgs_clinical_advisors,4,4
ms_drgs_consideration_of,4,4
ms_drgs_ms_drg,4,3
msa_based,4,3
msapolicy,4,2
msd,4,2
msdd,4,4
mspb_pac_hh_pep,4,2
msssp,4,4
msw_supervisor,4,3
mucous_membrane,4,3
mucus,4,3
mue_values,4,3
mueller,4,3
multicounty,4,3
multidimensional,4,4
multifamily_dwelling,4,2
multimedia,4,4
multioccupancy,4,2
multiple_pages,4,4
multiple_practices,4,2
multiple_reporting,4,3
multiple_settings,4,3
multiple_significant_trauma_mcc,4,4
multiplicative,4,3
multiplied_estimated,4,3
multiplied_total,4,4
multiplies,4,4
multiplying_relative,4,4
munc,4,4
must_able_submit_data,4,4
must_allocated,4,4
must_allowed,4,4
must_arrange,4,4
must_assign,4,4
must_assigned,4,4
must_attend,4,4
must_automatically,4,4
must_changed,4,4
must_collect,4,4
must_confirm,4,4
must_consist,4,4
must_continue_facility's_current,4,4
must_coordinated,4,4
must_directed,4,4
must_distribute,4,2
must_duplicate,4,3
must_exhausted,4,4
must_extend,4,4
must_facilitate,4,4
must_independent,4,3
must_individualized,4,3
must_initially,4,4
must_initiate,4,4
must_insert,4,2
must_knowledge,4,4
must_meet_of_following,4,2
must_meet_order_participate,4,4
must_of_following,4,3
must_ongoing,4,3
must_open,4,3
must_physically,4,3
must_prior,4,4
must_prominently,4,2
must_provided_supervision_of,4,4
must_qualified,4,3
must_rely,4,4
must_removed,4,4
must_submitted_along,4,4
must_sufficiently,4,3
mvps_include,4,2
mw,4,2
myeloid,4,2
myeloproliferative_disorders,4,4
myocardial_infarction_ami_hospitalization,4,2
n_measure,4,3
naloxone_administration,4,2
name_act_definitions_p,4,3
name_act_practice_of,4,4
name_address_of_individual,4,4
name_domain,4,2
name_drugs,4,3
name_mihealth,4,4
name_national,4,4
name_of_complainant,4,4
name_s,4,3
narrative_summary,4,4
nasdaq_considered,4,2
natcep_costs,4,3
national_background,4,4
national_benchmark,4,4
national_budget_neutrality_adjustment,4,3
national_coordinator,4,3
national_correct,4,4
national_correct_coding_initiative,4,4
national_laboratory,4,4
national_median,4,4
national_non,4,3
national_nurse,4,2
national_observed,4,4
national_opps,4,4
national_per_capita_expenditures,4,4
national_per_visit_payment,4,2
national_percentage,4,4
national_practitioner,4,4
national_response,4,3
national_technical,4,4
national_wage,4,4
navigation,4,3
ncc,4,3
ncci_coding,4,4
ncdcp,4,2
nearest_increment,4,4
nearest_relative,4,3
nebulizers,4,4
necessary_administer,4,4
necessary_apply,4,3
necessary_comply_requirements_incurred,4,4
necessary_conduct,4,4
necessary_define,4,4
necessary_disclose,4,4
necessary_first,4,3
necessary_inpatient,4,3
necessary_life,4,4
necessary_minor,4,3
necessary_monitoring,4,4
necessary_obtain,4,4
necessary_prior,4,3
necessary_purpose,4,4
necessary_purposes,4,4
necessary_records,4,4
necessary_reduce,4,4
necessary_repairs,4,4
necessary_revisions,4,4
necessary_solely,4,3
necessary_step,4,4
necrosis,4,2
need_able,4,4
need_accurate,4,4
need_adjust,4,4
need_apply,4,4
need_developed,4,4
need_emergency,4,4
need_evaluation,4,4
need_examine,4,4
need_hospitalization,4,4
need_identify,4,4
need_less,4,4
need_modify,4,4
need_obtain,4,4
need_person,4,4
need_place,4,4
need_privacy,4,4
need_review_current_training,4,4
need_routine,4,4
need_select,4,4
need_standards,4,4
need_understand,4,4
need_utilize,4,3
needed_eligible,4,4
needed_estimate,4,4
needed_evaluate,4,4
needed_furthermore,4,4
needed_home,4,4
needed_purposes,4,2
needed_requested,4,3
needed_secondary,4,4
needle_placement,4,4
needs_appropriate,4,4
needs_assessing,4,4
needs_believe,4,4
needs_commenters,4,3
needs_example,4,4
needs_experience,4,3
needs_family,4,4
needs_functional,4,2
needs_revised,4,3
needs_taken,4,4
needs_well,4,4
negative_breast,4,3
negative_positive,4,4
negussie,4,2
neighboring,4,4
neither_current,4,4
nephrologists,4,4
nephropathy,4,2
nerve_conduction,4,4
net_adjustment,4,2
net_improvement,4,2
network's,4,4
network_coinsurance,4,3
network_enrollee's,4,4
network_non,4,4
network_organization,4,3
network_pihp,4,4
network_provide,4,4
neural,4,3
neuro_primary,4,2
neurolytic_agent,4,4
neuropathy,4,3
neurostimulator_generator_skull_open,4,2
neutral_adjustment,4,3
neutral_downward,4,2
neutral_mips,4,3
neutrality_adjustment_factor_of,4,3
neutrality_factor_applied_wage,4,3
neutrality_factor_of_decimal,4,3
nevada_new,4,4
never_successfully,4,4
never_written,4,4
new_aco,4,4
new_acos,4,4
new_agreement,4,3
new_authority,4,4
new_classification,4,3
new_composite,4,4
new_continuing,4,3
new_cops,4,4
new_definitions,4,4
new_domains,4,2
new_ecqm,4,2
new_fda,4,4
new_freedom,4,3
new_geographic,4,4
new_home_infusion_therapy,4,3
new_implantable,4,3
new_location,4,3
new_mandatory,4,4
new_material,4,4
new_measures_measures_undergoing,4,4
new_mexico,4,4
new_npi,4,2
new_ntiol,4,4
new_nursing_facility,4,2
new_objectives,4,3
new_patient_office_outpatient,4,3
new_practice,4,3
new_products,4,4
new_prolonged,4,3
new_region,4,2
new_revised_reporting_recordkeeping,4,3
new_risk_assessment_ensure,4,4
new_sections_plans_ensure,4,4
new_separate,4,4
new_substantially,4,4
new_types,4,3
new_unstageable_pressure_ulcers,4,4
new_ways,4,4
newborns_infants,4,4
newly_adopted,4,4
newly_legislated_general_medicare,4,4
next_fiscal,4,4
next_generation,4,4
next_months,4,4
nf_level,4,3
nf_rate,4,3
nf_room,4,4
ngo,4,4
nhsn_hais,4,3
ni,4,3
nierenberg,4,3
nine_measures,4,4
niska,4,2
nltn,4,4
nn,4,4
noc,4,3
nods,4,2
nolo_contendere,4,3
nominate_potentially,4,4
nominations_of,4,4
non_dsh,4,2
non_emergency_transport,4,3
non_enrolled,4,4
non_extensive,4,4
non_life,4,4
non_ltc,4,4
non_lupa,4,4
non_medication,4,4
non_network,4,3
non_operational,4,3
non_payable,4,3
non_safety,4,2
non_salary,4,4
non_self,4,4
non_statistical,4,3
non_teaching_fewer_residents,4,2
non_tjc_accredited_asc,4,2
non_urbanized,4,3
non_video,4,2
nonadherence,4,2
nonauthorized,4,3
noncompliance_applicable,4,3
noncompliance_fine,4,4
noncomplying,4,2
nonconsecutive,4,2
noncontracted_providers,4,3
noncontracting,4,2
noncumulative,4,4
nonexcepted_campus,4,4
nonexclusive,4,3
nonexempt,4,3
nonfacility_pe,4,3
nonlinear,4,4
nonlocking,4,3
nonmetastatic,4,2
nonproviders,4,3
nonreferral,4,3
nonresident,4,4
nonrisk,4,3
nonrural,4,4
nonscheduled,4,2
nonsignificant,4,2
nonsubstantive_updates_measures_used,4,4
nontransport_prehospital_life_support,4,4
nonurbanized_area,4,4
norm,4,4
normal_tissues,4,3
normalized_composite,4,2
norske,4,4
northwestern,4,4
noskin,4,4
nosocomial,4,4
notations,4,4
note_addition,4,4
note_calculated,4,4
note_certified,4,4
note_ehr,4,4
note_example,4,4
note_extent,4,4
note_home,4,4
note_ipps,4,4
note_making,4,4
note_national,4,4
note_nothing,4,4
note_nursing,4,4
note_performance,4,4
note_regard,4,3
note_ruc,4,4
note_sections,4,4
note_significant,4,4
note_since,4,4
note_statute,4,4
note_term,4,4
note_throughout,4,4
noted_additional,4,4
noted_believe_important,4,2
noted_cases,4,4
noted_change,4,4
noted_comments,4,4
noted_diagnosis,4,4
noted_existing,4,4
noted_following,4,4
noted_given,4,4
noted_intend,4,4
noted_intent,4,4
noted_mips,4,4
noted_propose,4,4
noted_providers,4,3
noted_receive,4,4
noted_recommended,4,4
noted_similar,4,4
notes_bold_italics_brackets,4,4
notes_measure,4,2
nothing_section_of_act,4,4
notice_advance,4,4
notice_appeared,4,4
notice_b,4,4
notice_cfr,4,4
notice_enrollees,4,2
notice_estimate,4,3
notice_explains,4,4
notice_issued,4,4
notice_licensee,4,4
notice_of_privacy_practices,4,2
notice_pihp,4,3
notice_upon,4,4
notices_information,4,3
notices_sent,4,3
notification_mdhhs,4,4
notification_state,4,2
noting_feasibility,4,4
notion,4,4
now_assigned,4,3
now_included,4,4
now_typically,4,4
noxious,4,4
np_services,4,4
npi_associated,4,3
npi_medicare,4,3
npis_tins,4,4
npo,4,2
npp_specialties,4,3
np’s,4,2
nqf_addition,4,4
nqf_change,4,4
nqf_consideration_of_endorsement,4,4
nqf_endorsed_asc_setting,4,3
nqf_endoscopy_polyp_surveillance,4,2
nqf_ltch,4,2
nqf_mspb,4,3
nqf_person,4,2
nqf_pneumonia,4,4
nqf_proposed,4,3
nqf_subsequent,4,3
nqf_trial,4,3
nqtls,4,4
nt,4,4
ntiols.html,4,4
nuanced,4,4
nubc_national,4,4
nuclide,4,3
number's,4,4
number_estimate,4,3
number_form,4,4
number_of_episodes_of,4,3
number_of_groups_submit,4,2
number_of_medicaid_days,4,4
number_of_specimens,4,2
number_refer,4,4
number_street,4,4
number_subject,4,3
numbers_fy,4,4
numerator_divided,4,4
numerators,4,4
nurse_expect,4,4
nurse_licensed_practical_nurse,4,4
nurse_means,4,2
nurse_member,4,3
nurses_nurse,4,4
nurses_physician,4,4
nursing_assessments,4,2
nursing_care_physical_therapy,4,4
nursing_home_administrator_shall,4,4
nursing_nursing,4,4
nursing_resources,4,3
nursing_speech_language_pathology,4,4
nurture,4,4
nurturing,4,4
nutrition_hydration,4,4
nutrition_rule,4,4
nutritional_assessment,4,4
nutritional_supplements,4,4
nwulu,4,4
o.r_designations,4,3
o_ensure,4,4
o_identify,4,4
oasis_based_measure_drug,4,2
oasis_d,4,3
oasis_instrument,4,4
obesity_reduction,4,3
objective_associated,4,4
objective_coordination,4,3
objective_exclusion,4,3
objective_functional,4,4
objective_may,4,3
objective_medication,4,3
objective_number,4,3
objective_use,4,3
objectives_allow,4,4
objectives_can,4,4
objectives_core,4,4
objectives_included,4,3
objectives_measures_maximum_points,4,2
objectives_support,4,2
obligation_provide,4,4
obra_office,4,4
observing_guiding,4,4
obstetrical_package,4,3
obtain_comprehensive,4,3
obtain_electronic,4,2
obtain_patient,4,4
obtained_cost,4,4
obtained_department,4,4
obtained_either,4,4
obtained_following,4,3
obtained_patient,4,4
obtaining_approval,4,4
obtaining_data,4,4
occasioned,4,4
occupational_employment,4,3
occupational_employment_wage_estimates,4,3
occupational_therapy_outpatient_speech,4,4
occupied_floor,4,4
occupies,4,2
occur_well,4,4
occurred_cy,4,4
occurred_may,4,4
occurred_percent,4,3
occurred_since,4,4
occurring_fiscal,4,4
occurring_mental,4,3
occurring_october_september,4,4
occurs_department,4,4
occurs_first,4,4
occurs_first_days_of,4,2
ocr_civilrights,4,4
october_admissions,4,4
october_cancel,4,2
october_considered,4,4
october_eligible,4,4
october_hospital,4,4
october_percent,4,4
october_prior,4,4
october_ruc,4,4
october_third,4,4
october_used,4,3
odesanya,4,4
odi,4,2
odyssey,4,2
oes_data,4,3
of_abortion,4,3
of_abused,4,4
of_acquiring,4,4
of_act_proposed_amend,4,4
of_act_proposed_revise,4,4
of_act_requires_hospital,4,4
of_actuaries,4,4
of_additional_information,4,4
of_adoption_of,4,4
of_aging,4,4
of_alcohol,4,4
of_alleged_violation,4,4
of_amount_cost,4,4
of_analysis_section,4,3
of_anatomical_gift,4,4
of_anchorage,4,2
of_animals,4,3
of_annual_review,4,4
of_antimicrobial,4,4
of_ao's,4,4
of_apa,4,4
of_apm_entity's,4,4
of_approved_service,4,3
of_asc_payment,4,4
of_assistant_secretary_planning,4,4
of_assisted,4,3
of_assisting,4,4
of_available_measures,4,4
of_bba_of_pub,4,3
of_bbra_amended_section,4,4
of_benign,4,2
of_blended,4,4
of_boards,4,3
of_bone,4,3
of_books,4,3
of_bowel,4,3
of_brain,4,4
of_buyer,4,3
of_calculating_statewide_average,4,3
of_calendar_year_payment,4,3
of_care_without,4,4
of_cartridge,4,3
of_ccs,4,4
of_cd,4,4
of_cerebral,4,2
of_cervicothoracic,4,2
of_cf,4,4
of_cfc,4,4
of_chipra,4,4
of_city_village_township,4,4
of_clinical_information_reconciliation,4,3
of_cms_approval,4,4
of_cms_approved,4,4
of_code_amended,4,4
of_codes_consideration_of,4,4
of_communicating,4,4
of_community_based_services,4,4
of_community_health_see,4,4
of_community_mental_health,4,4
of_computed_tomography,4,2
of_consolidated,4,4
of_contact_person,4,4
of_coping,4,4
of_coronary,4,3
of_corporation,4,4
of_correctness,4,4
of_cost_measures,4,3
of_cost_reports,4,3
of_cost_sharing,4,3
of_covered_benefit,4,4
of_ctbs,4,2
of_cure,4,2
of_cy_quality,4,4
of_dabigatran,4,2
of_date_cms,4,2
of_deceased_enrollee's_estate,4,4
of_deficiency,4,4
of_dental_therapist,4,3
of_depreciable,4,4
of_device_intensive_procedures,4,4
of_diabetic,4,3
of_dispensing,4,4
of_dmepos,4,3
of_donor's,4,3
of_doorways,4,4
of_drill,4,3
of_drugs_nonimplantable_biologicals,4,2
of_dually,4,4
of_duplicate,4,4
of_effective_date,4,4
of_eight_procedure_codes,4,4
of_electrodiagnostic,4,3
of_electronic_health_information,4,3
of_eligible_clinician,4,2
of_emergency_medical_services,4,4
of_employing,4,4
of_end_stage,4,4
of_epidural,4,3
of_escape,4,4
of_established_annual,4,3
of_estimated_total_payments,4,4
of_excess,4,4
of_expertise,4,4
of_extra,4,4
of_extreme,4,4
of_eyeglasses,4,3
of_facilitating,4,4
of_facility_b,4,3
of_faculty,4,3
of_false,4,3
of_federal_bureau_of,4,4
of_fee_schedule,4,4
of_feet,4,3
of_felonies_state_federal,4,4
of_ffdca,4,4
of_figure,4,2
of_filing,4,4
of_final_decision,4,4
of_final_rule_additionally,4,3
of_final_rule_anticipate,4,4
of_final_rule_cms,4,4
of_final_rule_includes,4,4
of_final_rule_required,4,4
of_final_rule_specifically,4,4
of_final_rule_summary,4,4
of_first_service,4,4
of_fringe,4,3
of_functional_need_person,4,3
of_future_hospitalizations,4,3
of_g_codes,4,4
of_gastrostomy,4,2
of_gestation,4,3
of_grams,4,3
of_great,4,4
of_grievances,4,4
of_gross,4,4
of_group_practice's,4,2
of_guardianship,4,2
of_hawaii,4,2
of_healing,4,4
of_healing_arts_within,4,3
of_health_care_delivery,4,4
of_health_safety_of,4,4
of_health_systems,4,4
of_heart,4,4
of_heat,4,4
of_hepatitis,4,3
of_hha_surveys,4,4
of_history_act,4,4
of_hiv_aids,4,2
of_home_health_agencies,4,4
of_home_health_market,4,3
of_implants,4,2
of_improvement_points,4,2
of_incentive_payment,4,3
of_incidence,4,4
of_infants,4,4
of_informal,4,4
of_injured,4,3
of_inquiries,4,4
of_interoperable,4,4
of_investigation_determination_without,4,4
of_isolation,4,4
of_job,4,4
of_justification,4,4
of_juvenile,4,2
of_laboratory_tests,4,4
of_latest,4,4
of_least_percent_of,4,3
of_length_of,4,4
of_lens,4,4
of_level_ii,4,3
of_levels_of,4,3
of_liabilities,4,4
of_licensee's,4,4
of_licenses,4,4
of_loan,4,3
of_local_health_officer,4,2
of_low_volume_hospital,4,4
of_low_volume_threshold,4,2
of_lsc,4,3
of_ltch's,4,3
of_macra_amended_section,4,4
of_mailing,4,2
of_malignant,4,4
of_managed_care_plans,4,4
of_managed_care_services,4,4
of_manufacture,4,4
of_master,4,4
of_mat,4,4
of_mcl_sec,4,4
of_mco's_php's,4,4
of_mcpns,4,2
of_mdh,4,2
of_medicaid_eligibility,4,2
of_medicaid_funds,4,4
of_medical_record_documentation,4,4
of_medically_necessary,4,4
of_medicare_certified_hhas,4,3
of_medicare_medicaid_ehr,4,4
of_medicare_medicaid_schip,4,4
of_medicare_part_b,4,4
of_medicare_prescription_drug,4,4
of_metabolism,4,3
of_mg,4,4
of_minor's,4,4
of_missing,4,3
of_mltss,4,2
of_mmsea,4,3
of_modeling,4,4
of_ms_drgs_share,4,4
of_musculoskeletal,4,3
of_must_ordinarily,4,4
of_nation,4,4
of_nation's,4,4
of_national_standardized_episode,4,4
of_nephrology,4,4
of_nervous,4,2
of_new_revised_codes,4,4
of_newborns,4,2
of_nonemergency,4,3
of_notice_of,4,4
of_novel,4,3
of_offenses,4,2
of_optical,4,3
of_organ,4,3
of_organizational,4,4
of_osteopathic,4,4
of_outliers,4,4
of_outpatient_mental,4,3
of_pain_control,4,3
of_paperwork,4,4
of_passive,4,4
of_pathway_sgr_reform,4,4
of_patient_records,4,4
of_patient_video_images,4,4
of_patients_admitted,4,4
of_patients_enrolled,4,3
of_patients_nursing_home,4,4
of_payment_rates,4,3
of_payments_made,4,3
of_pcm,4,2
of_pe_rvu_changes,4,4
of_peace,4,4
of_peers,4,3
of_percent_ltchs_beds,4,2
of_performance_threshold,4,4
of_phase,4,3
of_phase_of_rulemaking,4,3
of_physician_npp,4,3
of_physicians_nonphysician_practitioners,4,4
of_pihps_cmhsps,4,4
of_pneumococcal,4,3
