cmit_id,nqf_id,cms_ecqm_id,qnbr_id,qcdr_id,other_id,measure_title,measure_description,measure_numerator,measure_denominator,cat_nqs_domain,key_access,key_decision,key_planning,key_risk,key_unrestrict,key_er,key_coordination,key_continuity,key_readmission,key_sud,key_mental_health,key_domains,set_medicaid,set_hedis,set_cahps,set_pbip,set_ccbhc,set_ipfqr,set_core_bh,select_programs,total_programs,is_ecqm
2803,0007,NA,NA,NA,NA,Access to Information,"Enrollee experience related to the following:
 Written materials or Internet provided information needed about how plan works
 Found out from health plan about cost for health care service or equipment
 Found out from health plan about cost for specific prescriptions
Based on CAHPS Health Plan 4.0-Supplemental Items","The average of the weighted, case-mix adjusted mean of response values for each question.","The number of unique members who responded to the ""Access to Information"" survey questions.",NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,FALSE
2816,2888,NA,NA,NA,NA,Risk-Standardized Acute Admission Rates for Patients with Multiple Chronic Conditions,"Rate of risk-standardized acute, unplanned hospital admissions among Medicare fee-for-service (FFS) patients 65 years and older with multiple chronic conditions (MCCs)","The outcome measured for each patient is the number of acute, unplanned admissions per 100 person-years at risk for admission. Persons are considered at risk for admission if they are alive, enrolled in FFS Medicare, and not currently admitted. (See S.6, Numerator Details, for more information.)","Our target population is Medicare FFS patients aged 65 years and older whose combinations of chronic conditions put them at high risk of admission and whose admission rates could be lowered through better care. The National Quality Forum's (NQF s) Multiple Chronic Conditions Measurement Framework, which defines patients with multiple chronic conditions as people having two or more concurrent chronic conditions that . act together to significantly increase the complexity of management, and affect functional roles and health outcomes, compromise life expectancy, or hinder self-management [1]. 

Operationally, the measure cohort includes patients with diagnoses in two or more of eight chronic disease groups: 

1. Acute myocardial infarction (AMI)
2. Alzheimer s disease and related disorders or senile dementia
3. Atrial fibrillation
4. Chronic kidney disease (CKD)
5. Chronic obstructive pulmonary disease (COPD) and asthma
6. Depression
7. Heart failure
8. Stroke and transient ischemic attack (TIA)

This approach captures approximately 25% of Medicare FFS beneficiaries aged 65 years and older with at least one chronic condition (about 5 million patients in 2012).

Citations: 
1. National Quality Forum (NQF). Multiple Chronic Conditions Measurement Framework. 2012; http://www.qualityforum.org/WorkArea/linkit.aspx LinkIdentifier=id&ItemID=71227",NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE
2830,0006,NA,NA,NA,NA,Care Coordination,"Enrollee experience related to the following:
 Doctor seemed informed and up-to-date about care from other health providers
 Doctor had your medical records
 Doctor followed up about blood test, x-ray results
 Got blood test, x-ray results as soon as you needed them
 Doctor talked about prescription drugs you are taking
 Got help you needed from doctor s office manage your care among different providers
CAHPS Health Plan 5.0- Supplemental Items","The average of the weighted, case-mix adjusted mean of response values for each question.","The following are excluded when constructing the QHP sampling frame:
- They were not continuously enrolled in the health plan (excepting an allowable enrollment lapse of less than 30 days).
- Their primary health coverage was not through the plan.
- Another member of his or her household had already been sampled.
- They had been institutionalized (put in the care of a specialized institution) or are deceased.",NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,FALSE
2840,NA,NA,NA,NA,NA,Consumer Assessment of Healthcare Providers and Systems (CAHPS ) Health Plan Survey 5.0H Child Version Including Medicaid and Children with Chronic Conditions Supplemental Items (CPC-CH),"This measure provides information on parents experiences with their child's health care and gives a general indication of how well the health care meets their expectations. Results summarize children s experiences through ratings, composites, and individual question summary rates. 
Four global rating questions reflect overall satisfaction: 
 Rating of All Health Care
 Rating of Personal Doctor
 Rating of Specialist Seen Most Often
 Rating of Health Plan
Five composite scores summarize responses in key areas: 
 Customer Service
 Getting Care Quickly
 Getting Needed Care
 How Well Doctors Communicate
 Shared Decision Making
Item-specific question summary rates are reported for the rating questions and each composite question. Question summary rates are also reported individually for two items summarizing the following concepts:
 Health Promotion and Education 
 Coordination of Care 
A.2 Children With Chronic Conditions (CCC) 
This measure provides information on parents experience with their child s health care for the population of children with chronic conditions. 
Results include the same ratings, composites, and individual question summary rates as those reported for the CAHPS Health Plan Survey 5.0H, Child Version. In addition, three CCC composites summarize satisfaction with basic components of care essential for successful treatment, management and support of children with chronic conditions: (1) Access to Specialized Services; (2) Family Centered Care: Personal Doctor Who Knows Child; (3) Coordination of Care for Children With Chronic Conditions.
Item-specific question summary rates are reported for each composite question. Question summary rates are also reported individually for two items summarizing the following concepts: (1) Access to Prescription Medicines; (2) Family Centered Care: Getting Needed Information.","For more information on the calculation of reporting measures, see How to Report Results of the CAHPS Clinician & Group Survey, available at https://cahps.ahrq.gov/surveys-guidance/cg/cgkit/HowtoReportResultsofCGCAHPS080610FINAL.pdf.","For more information on the calculation of reporting measures, see How to Report Results of the CAHPS Clinician & Group Survey, available at https://cahps.ahrq.gov/surveys-guidance/cg/cgkit/HowtoReportResultsofCGCAHPS080610FINAL.pdf.",NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3,4,FALSE
2841,NA,NA,NA,NA,NA,"Consumer Assessment of Healthcare Providers and Systems (CAHPS ) Health Plan Survey 5.0H, Adult Version (Medicaid) (CPA-AD)","This measure provides information on Medicaid beneficiaries experiences with their health care and gives a general indication of how well the health care meets the beneficiaries expectations. Results summarize Medicaid beneficiaries experiences through ratings, composites, and question summary rates.
Four global rating questions reflect overall satisfaction:
 Rating of All Health Care
 Rating of Health Plan
 Rating of Personal Doctor
 Rating of Specialist Seen Most Often
Five composite scores summarize responses in key areas:
 Customer Service
 Getting Care Quickly
 Getting Needed Care
 How Well Doctors Communicate
 Shared Decision Making
Item-specific question summary rates are reported for the rating questions and each composite question, the written materials/Internet provided needed information question, and the forms were easy to fill out question. Question summary rates are also reported individually for two items summarizing the following concepts:
 Health Promotion and Education
 Coordination of Care","For more information on the calculation of reporting measures, see How to Report Results of the CAHPS Clinician & Group Survey, available at https://cahps.ahrq.gov/surveys-guidance/cg/cgkit/HowtoReportResultsofCGCAHPS080610FINAL.pdf.","For more information on the calculation of reporting measures, see How to Report Results of the CAHPS Clinician & Group Survey, available at https://cahps.ahrq.gov/surveys-guidance/cg/cgkit/HowtoReportResultsofCGCAHPS080610FINAL.pdf.",NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3,4,FALSE
2843,1448,NA,NA,NA,NA,Developmental Screening in the First Three Years of Life (DEV-CH),"The percentage of children screened for risk of developmental, behavioral and social delays using a standardized screening tool in the 12 months preceding or on their first, second, or third birthday. This is a composite measure of screening in the first three years of life that includes three, age-specific indicators assessing whether children are screened in the 12 months preceding or on their first, second or third birthday.","Children who were screened for risk of developmental, behavioral and social delays using a standardized tool.","All patients who turn 1, 2 or 3 years of age between January 1 and December 31 of the performance period",NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,FALSE
2844,1932,NA,NA,NA,NA,Diabetes Screening for People With Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications (SSD-AD),Percentage of Medicaid beneficiaries ages 18 to 64 with schizophrenia or bipolar disorder who were dispensed an antipsychotic medication and had a diabetes screening test during the measurement year.,"A glucose test (Glucose Tests Value Set) or an HbA1c test (HbA1c Tests Value Set) performed during the measurement year, as identified by claim/encounter or automated laboratory data.","Follow the steps below to identify the eligible population.
Step 1
Identify Medicaid beneficiaries with schizophrenia or bipolar disorder as those who met at least one of the following criteria during the measurement year:
 At least one acute inpatient encounter with any diagnosis of schizophrenia or bipolar disorder. Any of the following code combinations meet criteria:
 BH Stand Alone Acute Inpatient Value Set with Schizophrenia Value Set
 BH Stand Alone Acute Inpatient Value Set with Bipolar Disorder Value Set
 BH Stand Alone Acute Inpatient Value Set with Other Bipolar Disorder Value Set
 BH Acute Inpatient Value Set with BH Acute Inpatient POS Value Set with Schizophrenia Value Set 
 BH Acute Inpatient Value Set with BH Acute Inpatient POS Value Set with Bipolar Disorder Value Set
 BH Acute Inpatient Value Set with BH Acute Inpatient POS Value Set with Other Bipolar Disorder Value Set
 At least two visits in an outpatient, intensive outpatient, partial hospitalization, ED, or nonacute inpatient setting, on different dates of service, with any diagnosis of schizophrenia. Any two of the following code combinations meet criteria:
 BH Stand Alone Outpatient/PH/IOP Value Set with Schizophrenia Value Set
 BH Outpatient/PH/IOP Value Set with BH Outpatient/PH/IOP POS Value Set with Schizophrenia Value Set
 ED Value Set with Schizophrenia Value Set
 BH ED Value Set with ED POS Value Set with Schizophrenia Value Set
 BH Stand Alone Nonacute Inpatient Value Set with Schizophrenia Value Set
 BH Nonacute Inpatient Value Set with BH Nonacute Inpatient POS Value Set with Schizophrenia Value Set
 At least two visits in an outpatient, intensive outpatient, partial hospitalization, ED, or nonacute inpatient setting, on different dates of service, with any diagnosis of bipolar disorder. Any two of the following code combinations meet criteria:
 BH Stand Alone Outpatient/PH/IOP Value Set with Bipolar Disorder Value Set
 BH Stand Alone Outpatient/PH/IOP Value Set with Other Bipolar Disorder Value Set
 BH Outpatient/PH/IOP Value Set with BH Outpatient/PH/IOP POS Value Set with Bipolar Disorder Value Set
 BH Outpatient/PH/IOP Value Set with BH Outpatient/PH/IOP POS Value Set with Other Bipolar Disorder Value Set
 ED Value Set with Bipolar Disorder Value Set
 ED Value Set with Other Bipolar Disorder Value Set
 BH ED Value Set with ED POS Value Set with Bipolar Disorder Value Set
 BH ED Value Set with ED POS Value Set with Other Bipolar Disorder Value Set
 BH Stand Alone Nonacute Inpatient Value Set with Bipolar Disorder Value Set
 BH Stand Alone Nonacute Inpatient Value Set with Other Bipolar Disorder Value Set
 BH Nonacute Inpatient Value Set with BH Nonacute Inpatient POS Value Set with Bipolar Disorder Value Set
 BH Nonacute Inpatient Value Set with BH Nonacute Inpatient POS Value Set with Other Bipolar Disorder Value Set",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,4,FALSE
2849,NA,NA,NA,NA,NA,Drug Regimen Review Conducted with Follow-Up for Identified Issues-PAC IRF QRP,This measure reports the percentage of patient/resident stays in which a drug regimen review was conducted at the time of admission and timely follow-up with a physician occurred each time potential clinically significant medication issues were identified throughout that stay.,Total number of patient stays in the denominator meeting each of the following two criteria: 1. The facility conducted a drug regimen review on admission which resulted in one of the following three scenarios being true: a) No potential or actual clinically significant medication issues were found during the review (N2001 = [0]; or b) Potential or actual clinically significant medication issues were found during the review (N2001 = [1]) and a physician (or physiciandesignee) was contacted and prescribed/recommended actions were completed by midnight of the next calendar day (N2003 = [1]); or c) The patient was not taking any medications (N2001 = [9]). 2. Appropriate follow-up occurred each time a potential or actual clinically significant medication issue was identified during the stay (N2005 = [1]); or no potential or actual clinically significant medication issues were identified since admission or patient was not taking any medications (N2005 = [9]).,Any patient stays (Medicare Part A or Medicare Advantage) during the reporting period.,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,FALSE
2856,0005,NA,0321,NA,NA,"CAHPS: Getting Timely Care, Appointments, and Information",The Consumer Assessment of Healthcare Providers and Systems Clinician & Group Survey (CG-CAHPS) is a standardized survey instrument that asks patients to report on their experiences with primary or specialty care received from providers and their staff in ambulatory care settings over the preceding 12 months.,"We recommend that CG-CAHPS Survey items and composites be calculated using a top box scoring method. The top box score refers to the percentage of patients whose responses indicated that they always received the desired care or service for a given measure. 

The top box numerator for the Overall Rating of Provider is the number of respondents who answered 9 or 10 for the item, with 10 indicating Best provider possible . 

For more information on the calculation of reporting measures, see Robert Wood Johnson Foundation s How to Report Results of the CAHPS Clinician & Group Survey, available at https://www.ahrq.gov/sites/default/files/wysiwyg/cahps/surveys-guidance/cg/cgkit/HowtoReportResultsofCGCAHPS080610FINAL.pdf 
and The CAHPS Clinician and Group Survey Database: How Results Are Calculated (AHRQ, 2017) accessible at
https://cahpsdatabase.ahrq.gov/cahpsidb/Public/Files/Doc6_How_Results_are_Calculated_CG_2016.pdf","For more information on the calculation of reporting measures, see How to Report Results of the CAHPS Clinician & Group Survey, available at https://cahps.ahrq.gov/surveys-guidance/cg/cgkit/HowtoReportResultsofCGCAHPS080610FINAL.pdf.",Person and Caregiver-Centered Experience and Outcomes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,5,FALSE
2861,0005,NA,0321,NA,NA,CAHPS: How Well Your Providers Communicate,The Consumer Assessment of Healthcare Providers and Systems Clinician & Group Survey (CG-CAHPS) is a standardized survey instrument that asks patients to report on their experiences with primary or specialty care received from providers and their staff in ambulatory care settings over the preceding 12 months.,"We recommend that CG-CAHPS Survey items and composites be calculated using a top box scoring method. The top box score refers to the percentage of patients whose responses indicated that they always received the desired care or service for a given measure. 

The top box numerator for the Overall Rating of Provider is the number of respondents who answered 9 or 10 for the item, with 10 indicating Best provider possible . 

For more information on the calculation of reporting measures, see Robert Wood Johnson Foundation s How to Report Results of the CAHPS Clinician & Group Survey, available at https://www.ahrq.gov/sites/default/files/wysiwyg/cahps/surveys-guidance/cg/cgkit/HowtoReportResultsofCGCAHPS080610FINAL.pdf 
and The CAHPS Clinician and Group Survey Database: How Results Are Calculated (AHRQ, 2017) accessible at
https://cahpsdatabase.ahrq.gov/cahpsidb/Public/Files/Doc6_How_Results_are_Calculated_CG_2016.pdf","For more information on the calculation of reporting measures, see How to Report Results of the CAHPS Clinician & Group Survey, available at https://cahps.ahrq.gov/surveys-guidance/cg/cgkit/HowtoReportResultsofCGCAHPS080610FINAL.pdf.",Person and Caregiver-Centered Experience and Outcomes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,5,FALSE
2885,0006,NA,NA,NA,NA,Plan Administration,"Enrollee experience related to the following:
 Customer service gave necessary information/help
 Customer service staff courteous and respectful
 Wait-time to talk to customer service took longer than expected
 Forms were easy to fill out
 Health plan explained purpose of forms","The average of the weighted, case-mix adjusted mean of response values for each question.","The number of unique members who answered the ""Plan Administration"" questions.",NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE
2887,NA,NA,NA,NA,NA,Potentially Preventable 30-Day Post-Discharge Readmission Measure for Long-Term Care Hospital (LTCH) Quality Reporting Program (QRP),"This set of potentially preventable readmission (PPR) measures for post-acute care (PAC) estimates the risk-standardized rate of unplanned, potentially preventable readmissions for patients (Medicare fee-for-service [FFS] beneficiaries) who receive services in one of the following post-acute care provider types: skilled nursing facilities (SNFs), inpatient rehabilitation facilities (IRFs), and long-term care hospitals (LTCH). This measure is conceptualized uniformly across the PAC settings, in terms of the definition of the PPR outcome, the approach to risk adjustment, and the measure calculation.","The numerator is mathematically related to the number of patients in the target population who have the event of a potentially preventable readmission in the 30-day post-discharge window. The measure does not have a simple form for the numerator and denominator that is, the risk adjustment method used does not make the observed number of potentially preventable readmissions the numerator and a predicted number the denominator. Instead, the numerator is the risk-adjusted estimate of the number of potentially preventable readmissions that occurred within 30 days from discharge. This estimate includes risk adjustment for patient characteristics and a statistical estimate of the facility effect beyond patient mix.",The risk-adjusted expected number of potentially preventable readmissions. This estimate includes risk adjustment for patient characteristics with the facility effect removed. The expected number of potentially preventable readmissions is the predicted number of risk-adjusted potentially preventable readmissions if the same patients were treated at the average PAC provider appropriate to the measure.,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,FALSE
2889,NA,NA,NA,NA,NA,Potentially Preventable Within Stay Readmission Measure for Inpatient Rehabilitation Facilities,"This set of potentially preventable readmission (PPR) measures for post-acute care (PAC) estimates the risk-standardized rate of unplanned, potentially preventable readmissions for patients (Medicare fee-for-service [FFS] beneficiaries) who receive services in one of the following post-acute care provider types: skilled nursing facilities (SNFs), inpatient rehabilitation facilities (IRFs), and long-term care hospitals (LTCH). This measure is conceptualized uniformly across the PAC settings, in terms of the definition of the PPR outcome, the approach to risk adjustment, and the measure calculation.
These outcome measures reflect readmission rates for patients who are readmitted to a
short-stay acute-care hospital or an LTCH with a principal diagnosis considered to be unplanned
and potentially preventable.","The numerator is mathematically related to the number of patients in the target population who have the event of a potentially preventable readmission during the IRF stay. The measure does not have a simple form for the numerator and denominator that is, the risk adjustment method used does not make the observed number of potentially preventable readmissions the numerator and a predicted number the denominator. Instead, the numerator is the risk-adjusted estimate of the number of potentially preventable readmissions that occurred during the IRF stay. This estimate includes risk adjustment for patient characteristics and a statistical estimate of the facility effect beyond patient mix.",The risk-adjusted expected number of potentially preventable readmissions. This estimate includes risk adjustment for patient characteristics with the facility effect removed. The expected number of potentially preventable readmissions is the predicted number of risk-adjusted potentially preventable readmissions if the same patients were treated at the average PAC provider appropriate to the measure.,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,FALSE
2892,2508,NA,NA,NA,NA,Dental Sealants for 6-9 Year-Old Children at Elevated Caries Risk (SEAL-CH),"Percentage of enrolled children ages 6 to 9 at elevated risk of dental caries (i.e., moderate or high risk) who received a sealant on a permanent first molar tooth within the measurement year.","The unduplicated number of eligible children ages 6 to 9 at elevated risk for dental caries (i.e., moderate or high risk) who received a sealant on a permanent first molar tooth as a dental service.","The unduplicated number of eligible children ages 6 to 9 at elevated risk for dental caries (i.e., moderate or high risk).",NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE
2905,0005,NA,0321,NA,NA,CAHPS: Shared Decision Making,"The CAHPS for ACOs survey includes core questions from version 2.0 of the CG CAHPS survey and supplemental items from sources including the CAHPS PatientCentered Medical Home Survey, Core CAHPS Health Plan Survey Version 5.0, existing CAHPS supplemental items, and new content written for the CAHPS for ACOs survey.",The survey has 12 patient experience of care summary survey measures. We finalized summary survey measures 1-7 in the Shared Savings Program final rule.,"For additional information regarding any of the above CAHPS measures and their use in the ACO program, please refer to the CAHPS Survey for Accountable Care Organizations Participating in Medicare Initiatives website: http://acocahps.cms.gov/Content/Default.aspx",Person and Caregiver-Centered Experience and Outcomes,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,5,FALSE
2944,NA,NA,NA,NA,NA,Discharge to Community - Claims-based - PAC HH QRP,"Percentage of home health stays in which patients were discharged to the community and do not have an unplanned admission to an acute care hospital or LTCH in the 31 days and remain alive in the 31 days following discharge to community.
The term community, for this measure, is defined as home/self-care, without home health services, based on Patient Discharge Status Codes 01 and 81 on the Medicare FFS claim.","Number of home health stays for patients who have a Medicare claim with Patient Discharge Status codes 01 and 81, do not have an unplanned admission to an acute care hospital or LTCH in the 31-day post- discharge observation window, and who remain alive during the postdischarge observation window.",Number of home health stays that begin during the 2-year observation period.,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE
2945,NA,NA,NA,NA,NA,Potentially Preventable 30-Day Post-Discharge Readmission Measure (Claims based),"Percentage of home health stays in which patients who had an acute inpatient discharge within the 30 days before the start of their home health stay and were admitted to an acute care hospital or LTCH for unplanned, potentially preventable readmissions in the 30-day window beginning two days after home health discharge.","Number of home health stays for patients who have a Medicare claim for unplanned, potentially preventable readmissions in the 30-day window beginning two days after home health discharge.",Number of home health stays that begin during the 3-year observation period for patients who had an acute inpatient hospital discharge within the 30 days prior to the start of the HH stay and were discharged to the community from HH.,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,FALSE
2946,NA,NA,NA,NA,NA,Drug Regimen Review Conducted with Follow-Up for Identified Issues,The percentage of home health quality episodes in which a drug regimen review was conducted at the start of care or resumption of care and completion of recommended actions from timely follow-up with a physician occurred each time potential clinically significant medication issues were identified throughout that quality episode.,"Number of quality episodes in which: 1) The agency conducted a drug regimen review at the start of care or resumption of care or the patient is not taking any medications and 2) If potential clinically significant medication issues were identified at any time during the quality episode, then the HHA contacted a physician (or physician-designee) and completed prescribed/recommended actions by midnight of the next calendar day in response to all the identified issues throughout the quality episode.","Number of quality episodes ending with a discharge or, transfer to an inpatient facility, or death at home during the reporting period.",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,FALSE
3009,NA,NA,NA,NA,NA,Admission to an Institution from the Community (AIF-HH),"The number of MLTSS enrollee admissions to an institution (nursing facility or intermediate care facility for individuals with intellectual disabilities [ICF/IID]) from the community that result in a short-term (1 to 20 days), medium-term (21 to 100 days), or long-term stay (greater than or equal to 101 days) during the measurement year per 1,000 enrollee months.

The following three rates are reported:
 Institution (nursing facility or ICF/IID) stay 1 20 days (short-term stay)
 Institution (nursing facility or ICF/IID) stay 21 100 days (medium-term stay)
 Institution (nursing facility or ICF/IID) stay 101 days (long-term stay)","Number of admissions to an institution (nursing facility or ICF/IID) during the measurement year per 1,000 enrollee months for MLTSS beneficiaries 18 and older. 

Three rates will be reported for this measure:
 Admissions that result in a short-term stay (1 to 20 days) 
 Admissions that result in a medium-term stay (21 to 100 days)
 Admissions that result in a long-term stay (greater than or equal to 101 days)",Number of enrollee months for MLTSS beneficiaries age 18 and older.,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,FALSE
3029,NA,NA,NA,NA,NA,All-Cause Emergency Department Utilization Rate for Medicaid Beneficiaries with Complex Care Needs and High Costs (BCNs),"Number of all-cause ED visits per 1,000 beneficiary months among adult Medicaid beneficiaries who meet BCN population eligibility criteria.
For the purpose of this measure, BCNs are defined as Medicaid beneficiaries ages 18 to 64 (in the measurement and lookback years) and who have at least one inpatient admission and at least two chronic conditions, as defined by the Chronic Conditions Data Warehouse (CCW), during the lookback year.",The number of ED visits in the measurement year among adult Medicaid beneficiaries who meet BCN population eligibility criteria.,Number of Medicaid-eligible months among adult Medicaid beneficiaries who meet BCN population eligibility criteria.,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,FALSE
311,0097,NA,NA,NA,NA,Medication Reconciliation Post-Discharge,"The percentage of discharges from any inpatient facility (e.g. hospital, skilled nursing facility, or rehabilitation facility) for patients 18 years of age and older seen within 30 days following discharge in the office by the physician, prescribing practitioner, registered nurse, or clinical pharmacist providing on-going care for whom the discharge medication list was reconciled with the current medication list in the outpatient medical record
This measure is submitted as three rates stratified by age group:
 Submission Criteria 1: 18-64 years of age.
 Submission Criteria 2: 65 years and older.
 Total Rate: All patients 18 years of age and older.","Medication reconciliation conducted by a prescribing practitioner, clinical pharmacists or registered nurse on or within 30 days of discharge.","All discharges from any inpatient facility (e.g., hospital, skilled nursing facility, or rehabilitation facility) for patients 18 years of age and older seen within 30 days following discharge in the office by the physician, prescribing practitioner, registered nurse, or clinical pharmacist providing on-going care",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,9,FALSE
313,0326,NA,0047,NA,NA,Advance Care Plan,Percentage of patients aged 65 years and older who have an advance care plan or surrogate decision maker documented in the medical record or documentation in the medical record that an advance care plan was discussed but the patient did not wish or was not able to name a surrogate decision maker or provide an advance care plan.,Patients who have an advance care plan or surrogate decision maker documented in the medical record or documentation in the medical record that an advance care plan was discussed but patient did not wish or was not able to name a surrogate decision maker or provide an advance care plan.,All patients aged 65 years and older.,Communication and Care Coordination,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,8,FALSE
3168,3313,NA,NA,NA,NA,Follow-Up Care for Adult Medicaid Beneficiaries Who Are Newly Prescribed an Antipsychotic Medication,Percentage of new antipsychotic prescriptions for Medicaid beneficiaries age 18 years and older who have completed a follow-up visit with a provider with prescribing authority within four weeks (28 days) of prescription of an antipsychotic medication.,The number of new antipsychotic medication prescriptions with a qualifying outpatient visits within 28 days (4 weeks) of the prescription fill date.,New antipsychotic prescriptions for Medicaid beneficiaries age 18 years and older.,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,FALSE
323,0100,NA,NA,NA,NA,Urinary Incontinence: Plan of Care for Urinary Incontinence in Women Aged 65 Years and Older,Percentage of female patients aged 65 years and older with a diagnosis of urinary incontinence with a documented plan of care for urinary incontinence at least once within 12 months,Patients with a documented plan of care for urinary incontinence at least once within 12 months,All female patients aged 65 years and older with a diagnosis of urinary incontinence,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,6,FALSE
